Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Direction
LOC113694981	1470.50895462233	0.750483312270511	0.146604932347746	5.11908637896552	3.07019327602387e-07	0.000312638563311024	Up
LOC140021057	3412.75881326648	1.03230208523598	0.201905110130566	5.11280811351642	3.17404677762764e-07	0.000312638563311024	Up
LOC113722862	14272.8707644264	-1.73890222733241	0.34098594826106	-5.0996301642351	3.40317773182768e-07	0.000324240057844296	Down
LOC113707293	1392.97155052182	0.676317134013216	0.134624454695186	5.02373165072065	5.06770333791296e-07	0.000470122837021336	Up
LOC113701021	4454.25015137797	1.17589404830449	0.235240017137647	4.99869904199349	5.77184070600574e-07	0.000521715201456703	Up
LOC113736608	1090.94396210033	0.704595432796306	0.141349257874869	4.9847833896663	6.20312666969026e-07	0.000546681553399802	Up
LOC113701308	3399.9723593125	0.933309868768651	0.187994999186425	4.96454625286673	6.8861874298914e-07	0.000577995282298934	Up
LOC113706997	5621.66626809019	-0.559999135136118	0.112799772688102	-4.96454134428575	6.88636158418111e-07	0.000577995282298934	Down
LOC113698290	3555.3798260834	0.85060811070496	0.172577411404214	4.92884963207987	8.27152035361362e-07	0.000678110780245552	Up
LOC113712728	414.17270806749	-0.988921899421122	0.200893333714961	-4.92262177710814	8.5392393057835e-07	0.000684148327289727	Down
LOC113720212	1393.0693403347	-0.669961404415848	0.13639423710127	-4.91194803134107	9.01759566450765e-07	0.000706418405256053	Down
LOC113710923	960.515909038241	0.779672970266593	0.159555326539464	4.88653677176831	1.02625167337713e-06	0.000786465738910662	Up
LOC113723085	6310.70690835282	-0.468387826234625	0.0960507249003342	-4.87646320962847	1.08004820682177e-06	0.000798043239753022	Down
LOC113713009	438.655315176677	-2.54201523394971	0.521410886491808	-4.87526305991244	1.08663552445663e-06	0.000798043239753022	Down
LOC113710262	961.317338471482	0.748779823000824	0.154253185121064	4.85422600780109	1.20857839908236e-06	0.000869485831111255	Up
LOC113697314	4514.7025689275	-1.33039406794211	0.275739166135479	-4.82482806700173	1.40124092298092e-06	0.000965569162642617	Down
LOC113698298	1020.79714568794	-1.38675871635661	0.287615407042366	-4.82157312300152	1.42430490347827e-06	0.000965569162642617	Down
LOC113704162	1140.20415264957	0.769562298070098	0.159435856888389	4.82678309063701	1.38756105453541e-06	0.000965569162642617	Up
LOC113705541	683.485039445148	0.65230532050848	0.135396834311169	4.81772948257676	1.45201047395588e-06	0.000965778740148921	Up
LOC113734000	648.741276321896	0.69196472062352	0.144642676400484	4.78395960198926	1.71875242635369e-06	0.00109235100961977	Up
LOC113742657	868.663256546105	0.657027871750314	0.137381461811108	4.78250750202156	1.73121924097104e-06	0.00109235100961977	Up
LOC113706339	843.329542641653	-0.963880567023281	0.201562711258212	-4.78203811114894	1.73526768803777e-06	0.00109235100961977	Down
LOC113703519	82.6125058734445	-2.26827245535747	0.475728359289867	-4.7679992396152	1.86064486029289e-06	0.00115072723886043	Down
LOC113715121	94.1213275732933	1.32282768279469	0.278091289451099	4.75681092135503	1.96675222209544e-06	0.00119537843678118	Up
LOC113722799	991.10767507615	-0.597310510433732	0.125785083078085	-4.7486593466964	2.0476951625031e-06	0.00122348050624677	Down
LOC113690888	681.363663107978	0.611539433648532	0.12902005436722	4.73987890214303	2.13845987415181e-06	0.00125641645806	Up
LOC113729884	3530.59459567635	-1.5059140029047	0.318658477384623	-4.72579300341993	2.29219055432212e-06	0.00130329518420908	Down
LOC113691977	72.0726750124229	2.40625860628983	0.509113971608741	4.72636529436883	2.28574300782331e-06	0.00130329518420908	Up
LOC113731034	560.040362874295	-0.670866081305048	0.142826050382374	-4.69708487708654	2.63900808015172e-06	0.00145359863814857	Down
LOC113705442	177.963168450906	0.802677158982809	0.170832126596937	4.6986311941	2.6191092244765e-06	0.00145359863814857	Up
LOC113709735	291.335572625791	-1.24617607047089	0.265822721559451	-4.6879968091523	2.75892319262223e-06	0.00147359939979271	Down
LOC113700491	5426.49353466717	-1.48840479900736	0.317327384983101	-4.69043917872587	2.72619259231737e-06	0.00147359939979271	Down
LOC113726036	1905.6507505781	0.54377969414501	0.117048211576408	4.6457753332697	3.3880156605814e-06	0.00178260191144501	Up
LOC140010385	666.430223241773	0.813403505382103	0.175252151112731	4.64133250415216	3.46169563030754e-06	0.00179458374058237	Up
LOC113719686	162.266768892144	-1.19970582599822	0.259171213780828	-4.62900878726745	3.67420179130657e-06	0.00187714437024839	Down
LOC113705592	1663.26295811346	-1.21381721143722	0.262412018343471	-4.62561592681497	3.73486834449688e-06	0.00188087969828863	Down
LOC113730975	1090.59001975029	-0.687824512677371	0.149182669181947	-4.61061942683492	4.01470920140063e-06	0.00191629853350635	Down
LOC113699341	1355.39106775459	-1.82358628341098	0.394883575233217	-4.61803528377692	3.8739039458087e-06	0.00191629853350635	Down
LOC113710893	476.677681689263	-2.15317600900347	0.466581232556348	-4.61479343523195	3.93486474588812e-06	0.00191629853350635	Down
LOC113713278	288.517134875694	-2.28270742957939	0.495141831648989	-4.6102092040521	4.0226396085178e-06	0.00191629853350635	Down
LOC113722652	4431.81340010256	-0.512025106947315	0.111297528241384	-4.60050744196966	4.21462961992957e-06	0.0019809883114901	Down
LOC113730275	239.165565920073	-1.29005159839904	0.280630832335641	-4.59697028891006	4.28678719827983e-06	0.00198839239886527	Down
LOC113704937	11370.8780082323	-1.11682568510552	0.243945367679655	-4.57817951506304	4.69040094867322e-06	0.00214735083431985	Down
LOC140014489	1665.99096136541	-0.73482042460143	0.160683972929239	-4.57307851682897	4.80609932801383e-06	0.00217211042963004	Down
LOC113741478	879.094516215959	-0.851286393151119	0.186476588239489	-4.56511136967942	4.99229236231425e-06	0.00222769987792787	Down
LOC113739796	540.604453826209	-0.71170225459932	0.156458504643075	-4.54882434306087	5.39464484133655e-06	0.00234780271539254	Down
LOC140006738	228.3943187055	1.06109284596983	0.233219906422695	4.54975247287285	5.37090573533781e-06	0.00234780271539254	Up
LOC140011451	2295.07218182416	0.626137006651086	0.137987907199083	4.53762231314751	5.68920339158382e-06	0.00241633491518208	Up
LOC113717352	167.598261274182	-1.31358568247664	0.289435893214381	-4.53843394434735	5.66735426679989e-06	0.00241633491518208	Down
LOC113728254	4454.67446379818	-1.05495762822963	0.232950076931135	-4.52868546826667	5.9351771280372e-06	0.00241993033956959	Down
LOC113743418	551.951622274898	-0.968080626843516	0.213507363434729	-4.53417910871944	5.78279435205163e-06	0.00241993033956959	Down
LOC140008315	7049.29158333789	-0.955927602366148	0.211127377191657	-4.52772925558763	5.96209025258523e-06	0.00241993033956959	Down
LOC113691830	1244.61297987025	0.646401404337254	0.142852632680367	4.52495268871648	6.04090178946228e-06	0.00241993033956959	Up
LOC113710424	10535.6203647084	-0.79910469012455	0.176568632054263	-4.52574548960071	6.01829739471011e-06	0.00241993033956959	Down
LOC140003729	325.414421386814	0.887068433278502	0.196193523647836	4.52139508371732	6.14334063894293e-06	0.00243331510341591	Up
LOC113718330	1856.63628624335	-0.773326966735575	0.171736288484137	-4.50299103096668	6.70037126068403e-06	0.00258688344398512	Down
LOC113730694	6852.87737779589	-0.633986086841304	0.140914376580302	-4.49908733393161	6.82458187593942e-06	0.00258688344398512	Down
LOC113741589	1257.4540832903	0.843217170687213	0.187143767907862	4.50571867882002	6.61486765889464e-06	0.00258688344398512	Up
LOC113722885	7323.88459253384	0.532692132999395	0.118368636352352	4.5002810661239	6.786366952955e-06	0.00258688344398512	Up
LOC113701511	704.542682077453	0.545631662544165	0.121462874082816	4.49216821736114	7.05017004479317e-06	0.00264396377041541	Up
LOC113739662	2544.33491211551	0.518372354331823	0.115519260773534	4.4873240259739	7.21233404230631e-06	0.0026763073648356	Up
LOC113732918	567.015374234552	-1.35526640888721	0.303165364760592	-4.47038668139895	7.80783041727002e-06	0.00286710039447503	Down
LOC113726926	574.29335592348	0.600189782680821	0.134946110214261	4.4476256612945	8.68246674480322e-06	0.00309165977462427	Up
LOC113688151	437.068893331744	-2.4657066580377	0.553883848305849	-4.4516673767966	8.5206079756255e-06	0.00309165977462427	Down
LOC113692383	722.15126893296	0.561894189893491	0.126307079130635	4.44863576737724	8.64174175370893e-06	0.00309165977462427	Up
LOC113694252	2351.78135580312	0.649508674063224	0.14656373477941	4.43157835081637	9.35458091930472e-06	0.0032976768656733	Up
LOC113739669	930.57151010961	-0.8809559618158	0.199022137394066	-4.42642197170005	9.58090166597908e-06	0.00331123476008916	Down
LOC113719514	1626.7999631539	0.614338435056204	0.13874479209206	4.4278305930833	9.51856132982267e-06	0.00331123476008916	Up
LOC113707287	383.554806549313	-1.08690858838853	0.245872808053698	-4.42061323085045	9.8421196249937e-06	0.00336848933029396	Down
LOC113736950	431.212823998062	-0.76264139510955	0.172927323004595	-4.41018447437185	1.03282595732611e-05	0.00350088275458269	Down
LOC113701215	1936.09392855171	0.680094198295137	0.154448732711383	4.40336535208755	1.06584445693945e-05	0.00357839512343137	Up
LOC113692478	1093.4443130273	-0.815310198983245	0.185435189273369	-4.39673937928421	1.09889157912701e-05	0.00365454018371559	Down
LOC113692128	1060.93886981932	0.609435480945949	0.139218316938594	4.37755242519386	1.20019497920683e-05	0.00395413770158872	Up
LOC113691569	947.323218424067	0.708370770244296	0.161917005619187	4.37490038514122	1.21487943979829e-05	0.00396545648257123	Up
LOC113703329	1278.06549620477	0.609332994562383	0.139729195168077	4.36081374282182	1.29579635639652e-05	0.00419077184914588	Up
LOC140036989	281.735632844638	-2.27853927313003	0.523653389172614	-4.35123560783247	1.35372489919622e-05	0.00433831910422409	Down
LOC140035030	19.2993881918668	-2.82450327684209	0.651491541286514	-4.33544121120051	1.45468049317265e-05	0.00446148575638217	Down
LOC113739517	630.943266679956	-4.38323001242096	1.0118721446283	-4.33180222984702	1.47893758713051e-05	0.00446148575638217	Down
LOC113687982	3174.8832223834	0.672297576280563	0.154953364573655	4.33870912148537	1.43322067504877e-05	0.00446148575638217	Up
LOC113687978	4969.60054092505	-1.19070374777181	0.274500975949265	-4.33770314897489	1.43979435226244e-05	0.00446148575638217	Down
LOC113696418	42.7471478867102	-1.63786493785141	0.378105804720618	-4.33176353656254	1.47919757336805e-05	0.00446148575638217	Down
LOC113700980	1484.81144133489	-1.36746322064946	0.315763610449738	-4.33065488040817	1.48666534785627e-05	0.00446148575638217	Down
LOC140013119	583.968556869686	0.55684749488595	0.128612327621225	4.32965879076472	1.49340553515572e-05	0.00446148575638217	Up
LOC113715658	317.598623141235	0.529801463162446	0.122289493311179	4.33235471680555	1.47523009030639e-05	0.00446148575638217	Up
LOC113740343	59.6491752414643	-1.88212666064363	0.436634425283583	-4.31053199577938	1.62862261180905e-05	0.00478435035929105	Down
LOC113698724	2349.60359163779	-0.483023335153726	0.112021410379994	-4.31188407211833	1.61869301835865e-05	0.00478435035929105	Down
LOC113712452	1501.44682364461	0.598565444509375	0.139108199729963	4.30287679426024	1.68594612775028e-05	0.00479478286097559	Up
LOC113725689	6697.54266303619	-0.600869758468177	0.139646429100545	-4.30279357902915	1.68657969692776e-05	0.00479478286097559	Down
LOC113743431	1821.50838894966	-0.421359869117833	0.0978074418595684	-4.30805530854002	1.64696206386277e-05	0.00479478286097559	Down
LOC113696581	102.97091167542	-1.59135393108297	0.369597267502153	-4.305643117542	1.66501302184786e-05	0.00479478286097559	Down
LOC113697169	4534.10200691442	0.587081088393838	0.136504243343463	4.30082665574477	1.70162133652719e-05	0.00479884442842053	Up
LOC113726170	2740.6213367005	0.749649145622582	0.174703753770966	4.29097331592178	1.77891692188102e-05	0.00493782514410627	Up
LOC113709534	1084.1860286765	-0.871196468636337	0.203028410313973	-4.29100768355068	1.77864159763494e-05	0.00493782514410627	Down
LOC113694181	391.917000318428	0.514137963257316	0.119920940783304	4.2873076203293	1.80851765076567e-05	0.00498077064256183	Up
LOC140012948	2668.66008998626	-0.967888735948628	0.225943339720375	-4.28376750182801	1.83754932033659e-05	0.00502149524345005	Down
LOC113709074	161.645402103919	1.30717209736162	0.305443484164006	4.27958743641015	1.87240069749118e-05	0.00507737456830456	Up
LOC140008357	4760.5570462238	0.596215181126424	0.139431448181572	4.27604524590474	1.90242575114112e-05	0.00511941317398679	Up
LOC113733229	2873.94797005453	0.507701252636914	0.118806051036931	4.27336190543943	1.92547553575691e-05	0.00513249299520544	Up
LOC113714675	2804.3991208268	-0.56818965517569	0.133000076841668	-4.27210020225852	1.93640522058982e-05	0.00513249299520544	Down
LOC113700417	1160.64030242431	1.24916907105145	0.292660910581469	4.26831539808154	1.96954721593299e-05	0.00514299840415332	Up
LOC113706902	3574.35942861341	0.498458492145331	0.116744777567108	4.26964274148199	1.95786317685553e-05	0.00514299840415332	Up
LOC113709139	329.773232723433	-1.88771081596976	0.444681512394005	-4.24508499534196	2.18510577609177e-05	0.00566392270726375	Down
LOC140010134	380.163045297067	2.51277605131593	0.59274525540076	4.23921748579333	2.24300275437456e-05	0.00577155716038044	Up
LOC113727822	2095.56984395405	-1.1225769839239	0.265068143330127	-4.23505054142172	2.28500306674152e-05	0.00583702377599798	Down
LOC113697844	102.600644838554	1.49355868839511	0.353237118404849	4.22820425877024	2.35563891138808e-05	0.00597417143196061	Up
LOC113699340	1168.03263452721	-1.97324595817493	0.467373711501808	-4.22198747942907	2.42157564357847e-05	0.00609752747053059	Down
LOC113742108	1274.27279325545	0.779725542462969	0.184843564235521	4.21829965077644	2.46151553568498e-05	0.00615413799035227	Up
LOC113742330	101.124479665553	-2.24222375414652	0.533023583657224	-4.20661265822798	2.59226885040759e-05	0.0063972398145053	Down
LOC113738141	8918.44026906047	-0.774921881937108	0.18426121422711	-4.20556157294168	2.60434670654971e-05	0.0063972398145053	Down
LOC113696138	364.789998271794	-0.912311221626267	0.216969265476661	-4.20479471883728	2.61319225374096e-05	0.0063972398145053	Down
LOC113731682	306.217605556486	-1.12883021260409	0.268569981349785	-4.2031138660054	2.6326806949506e-05	0.00640050067988955	Down
LOC113726861	443.43806503648	0.518973317733335	0.123995122278369	4.18543333154863	2.84622599445232e-05	0.00641985237392387	Up
LOC113731055	1243.65433183007	0.644889810781728	0.153993849891349	4.18776341546582	2.81716958298299e-05	0.00641985237392387	Up
LOC113738872	432.36619442398	-0.722585036181395	0.172621887112918	-4.18594100821484	2.83987103687085e-05	0.00641985237392387	Down
LOC140006474	347.264746256666	0.761363958766526	0.181952866884876	4.18440210259645	2.85917628136289e-05	0.00641985237392387	Up
LOC113743408	983.834379340466	0.488442011080071	0.116482155497006	4.19327757969439	2.74952656315019e-05	0.00641985237392387	Up
LOC140006697	34.4072111428278	-1.97009721682173	0.47073688370902	-4.18513459429604	2.84997182138657e-05	0.00641985237392387	Down
LOC140007839	2646.73331258784	0.625866837792584	0.149290546464269	4.19227374147485	2.76172468277594e-05	0.00641985237392387	Up
LOC140008207	424.406805517508	-0.703943410244991	0.167748063718397	-4.19643240369509	2.71152339591285e-05	0.00641985237392387	Down
LOC113695950	610.942405989997	0.825638147256948	0.197181569091471	4.18719736870509	2.8242022058178e-05	0.00641985237392387	Up
LOC113706388	4065.05123386142	-1.37625482176099	0.328475505046503	-4.18982481377462	2.79169901680968e-05	0.00641985237392387	Down
LOC113707177	2181.09810205261	-0.978342577827242	0.233522455354342	-4.18950107535793	2.79568457328471e-05	0.00641985237392387	Down
LOC113712766	281.618997448171	-1.16632517379126	0.277727839403896	-4.19952560857641	2.67474779512693e-05	0.00641985237392387	Down
LOC113687724	104.159683600454	-2.38457616072845	0.570336316581618	-4.18100003699695	2.90229816994055e-05	0.00643470535136756	Down
LOC113703656	1102.31191056447	-1.3047064232427	0.312035850230213	-4.18127090935262	2.89884228119476e-05	0.00643470535136756	Down
LOC113730200	890.515487888994	0.530577938195018	0.127248888556561	4.16960764226384	3.05124477769597e-05	0.00672265505645865	Up
LOC140003830	535.098957243927	-1.91709536227878	0.460151884859933	-4.16622299148536	3.09687789074042e-05	0.00678081611207337	Down
LOC113726021	1183.33317124625	-0.658559246062151	0.158266594193061	-4.16107549050314	3.16752350268247e-05	0.00683614573246146	Down
LOC113734643	71.2764673979987	1.00397219524196	0.24133050884037	4.16015447058972	3.18032423727357e-05	0.00683614573246146	Up
LOC113688979	3633.95614534382	-1.12874180234463	0.2712076966338	-4.16190918013924	3.15597874710172e-05	0.00683614573246146	Down
LOC113695663	808.79491146981	-0.476321739154046	0.114708133688791	-4.15246699459282	3.2891020345968e-05	0.00702711666203674	Down
LOC113711332	24072.1353937969	-1.06693011122048	0.257445382269234	-4.14429694491353	3.40857829562066e-05	0.00721977605161601	Down
LOC113728442	27.1576425658004	-2.09930324615274	0.506648015635168	-4.14351419796033	3.42023885345476e-05	0.00721977605161601	Down
LOC113732736	1972.92091178368	-1.07170471881049	0.259267929229111	-4.13357996878757	3.57155944872346e-05	0.00743194006481517	Down
LOC113689779	678.001494694561	0.529561084590319	0.128069735249936	4.13494322883427	3.55042393375901e-05	0.00743194006481517	Up
LOC113713654	85.230200691016	1.514911118233	0.366639791742999	4.13187862406079	3.59810412702544e-05	0.00743194006481517	Up
LOC113717034	3862.70700015946	1.35957861107239	0.329081552674512	4.13143368269301	3.60507701998013e-05	0.00743194006481517	Up
LOC113705432	1158.53131684646	0.80696223015154	0.195534071991191	4.12696478896985	3.6758265003784e-05	0.00753373463903135	Up
LOC113731525	131.817668086846	-1.43151777407086	0.347465250498533	-4.11988759168567	3.79057281142184e-05	0.00769467012677718	Down
LOC113734328	361.552857760441	0.772593786771529	0.187608575925818	4.11811551235813	3.81983227103712e-05	0.00769467012677718	Up
LOC113742041	427.797241199213	0.53369815110932	0.129588569633865	4.11840452145751	3.8150457479498e-05	0.00769467012677718	Up
LOC113741439	2436.23041075065	0.534917130045196	0.130318351764581	4.10469533110363	4.04848075500281e-05	0.0080945103119557	Up
LOC113712922	290.313961691285	1.38625318530133	0.337797726436444	4.10379667123708	4.06424692277363e-05	0.0080945103119557	Up
LOC113696004	1498.80446488286	-0.695008058013588	0.169672419412562	-4.09617579816352	4.2003101586957e-05	0.00831850189406409	Down
LOC113694152	2348.90274195672	-0.625499718492217	0.152924658429539	-4.09024760895849	4.30912905091248e-05	0.00847112394521253	Down
LOC113723435	841.838911047398	-0.586549046880527	0.1434776605413	-4.08808621960829	4.34946509157911e-05	0.00847112394521253	Down
LOC113706906	2822.76324417642	0.495936096967974	0.12128061531709	4.08916211112006	4.32934214632881e-05	0.00847112394521253	Up
LOC113731886	13925.0501515518	0.701444430722164	0.171959899116117	4.07911631913968	4.52072144563957e-05	0.0085221642995554	Up
LOC113729276	99.6245348716649	1.63437297593166	0.400254598551383	4.08333341289981	4.43942569736398e-05	0.0085221642995554	Up
LOC113695701	745.759168091829	0.587379807617514	0.143787590504083	4.08505216311303	4.40669157326861e-05	0.0085221642995554	Up
LOC113702771	1272.08179579702	-0.628399941418134	0.15400723829057	-4.08032731703501	4.49723285641349e-05	0.0085221642995554	Down
LOC113705061	532.525239750588	-0.666206503882954	0.163198537290068	-4.08218428268657	4.4614397364415e-05	0.0085221642995554	Down
LOC113712913	383.290235295883	-0.628719091369012	0.154065928697605	-4.08084445849828	4.48723765744614e-05	0.0085221642995554	Down
LOC113726989	1350.94328056692	0.729828522498114	0.178992973069301	4.07741438104135	4.55392907088646e-05	0.00853910146845156	Up
LOC113736880	1081.88576934743	-0.527709901226585	0.129597274913394	-4.07192127750554	4.66269391655154e-05	0.00863111819165602	Down
LOC113691486	1282.84603958353	-0.637926496946679	0.15673798005402	-4.07001861786669	4.70093808237251e-05	0.00863111819165602	Down
LOC113692640	2290.13315591115	-0.611928041278449	0.150324016028779	-4.07072706972716	4.68666331118855e-05	0.00863111819165602	Down
LOC113695380	13202.6381986538	-0.696674213264923	0.171100581498684	-4.07172323531982	4.66666083935665e-05	0.00863111819165602	Down
LOC113743663	1323.72338839537	0.73483344257697	0.180788903653953	4.06459372077123	4.81162020852738e-05	0.00874987558082401	Up
LOC113707905	798.881326454844	0.899839428574299	0.221394449903299	4.06441728312219	4.81526115590565e-05	0.00874987558082401	Up
LOC140015325	454.288569383677	1.09684326833705	0.270498978840205	4.05488875795352	5.01581671299673e-05	0.00906756773161849	Up
LOC113691339	1093.46750153138	0.674040621116688	0.166394499880839	4.05085878198734	5.10299994905729e-05	0.00917810990837589	Up
LOC113712443	38.4365225004664	-2.56352904625773	0.633607048912469	-4.04592886183606	5.2116059018078e-05	0.00932465590539553	Down
LOC113734243	1248.14886875657	-1.57882954498358	0.390338221117944	-4.04477312127351	5.23738190533392e-05	0.00932465590539553	Down
LOC113735996	570.758450896811	-0.836731436242037	0.206962948449918	-4.04290450299858	5.27931265516851e-05	0.00935207687035178	Down
LOC113730315	1513.03253825364	0.716692249882261	0.17740493814189	4.03986640613716	5.3481656071517e-05	0.00942667669916558	Up
LOC113704110	479.253161440221	0.767960256673847	0.190816722415043	4.02459620390851	5.70731594616385e-05	0.00993625155509522	Up
LOC113704121	21.1425155928069	2.90156871006451	0.720934356987781	4.02473357239887	5.70398558038987e-05	0.00993625155509522	Up
LOC113713248	296.153268427068	-1.44936387960322	0.36018002697221	-4.02399847594839	5.72182873506278e-05	0.00993625155509522	Down
LOC140035104	214.533387930224	0.747454717569942	0.185920936401285	4.0202826644368	5.81283538290145e-05	0.0100448074959824	Up
LOC113741169	1173.04292212485	0.682530001000626	0.170232654347042	4.00939528093826	6.08744415448146e-05	0.0102696860910091	Up
LOC113694217	539.573933814669	0.514339173824267	0.128229307490049	4.0110890707585	6.04393013051344e-05	0.0102696860910091	Up
LOC113695479	185.937270753815	0.993517663494652	0.247629560579475	4.01211253280801	6.01777997020279e-05	0.0102696860910091	Up
LOC113707070	250.495606152519	0.760181135525671	0.189421050785595	4.01318191601692	5.9905709647836e-05	0.0102696860910091	Up
LOC113710568	4764.40623378038	0.41168419922444	0.102681052807372	4.00934922236093	6.08863154720554e-05	0.0102696860910091	Up
LOC113722839	582.387775681715	0.642705857226895	0.160348345390547	4.00818515252846	6.11871424320386e-05	0.0102712816429249	Up
LOC113699337	356.542801008964	0.824211352196828	0.205855418954933	4.00383607281802	6.23235585261427e-05	0.0104124648585952	Up
LOC113711801	902.549677656061	0.614717875606438	0.153686852984061	3.99980781485708	6.33939438052688e-05	0.0105413363538837	Up
LOC113698445	242.120688879777	-1.49542327170665	0.374743565566762	-3.99052421205678	6.59274181494134e-05	0.0109111424629254	Down
LOC113731223	946.942341322887	0.522859916216129	0.131075015472139	3.98901281325629	6.63488380869692e-05	0.0109295758889806	Up
LOC113705738	616.951307560727	0.722608797292708	0.181359549017002	3.98439895340149	6.76511355998833e-05	0.0110096242186587	Up
LOC113690060	223.756036767966	-1.09283486174275	0.274290059855979	-3.98423064370819	6.76990965639686e-05	0.0110096242186587	Down
LOC113723044	1042.32925529975	-0.576703882018689	0.14477411369802	-3.98347375292255	6.7915175564222e-05	0.0110096242186587	Down
LOC113717195	2420.02139018082	0.458360388623635	0.11508253875747	3.98288388119073	6.80840258614432e-05	0.0110096242186587	Up
LOC113697948	174.05537235941	-0.971442718686584	0.244603431986442	-3.97150077084949	7.14212695904384e-05	0.0112635305145837	Down
LOC113731184	148.620471627916	-2.4878599839122	0.626416266301883	-3.97157627882103	7.13986312932809e-05	0.0112635305145837	Down
LOC113743676	283.465797882113	-0.862015964051228	0.217077751019809	-3.97100098928409	7.15712820624858e-05	0.0112635305145837	Down
